Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,Kitche0bvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,MiscVal,MoSold,YrSold
1069,160.00,42.00,3964.00,6.00,4.00,1973.00,1973.00,0.00,837.00,0.00,105.00,942.00,1291.00,1230.00,0.00,2521.00,1.00,0.00,2.00,1.00,5.00,1.00,10.00,1.00,1973.00,2.00,576.00,728.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,2006.00
1070,45.00,60.00,9600.00,5.00,7.00,1949.00,2003.00,0.00,220.00,0.00,625.00,845.00,893.00,0.00,0.00,893.00,0.00,1.00,1.00,0.00,2.00,1.00,4.00,0.00,1985.00,2.00,576.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,2007.00
1071,20.00,72.00,10152.00,5.00,5.00,1956.00,1956.00,120.00,586.00,0.00,462.00,1048.00,1048.00,0.00,0.00,1048.00,1.00,0.00,1.00,0.00,3.00,1.00,6.00,0.00,1956.00,1.00,286.00,0.00,20.00,0.00,0.00,192.00,0.00,0.00,0.00,6.00,2007.00
1072,60.00,78.00,11700.00,6.00,6.00,1968.00,1968.00,0.00,298.00,0.00,429.00,727.00,829.00,727.00,0.00,1556.00,0.00,0.00,1.00,1.00,4.00,1.00,8.00,0.00,1968.00,2.00,441.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,2009.00
1073,50.00,50.00,7585.00,5.00,3.00,1948.00,1950.00,0.00,0.00,0.00,810.00,810.00,1002.00,454.00,0.00,1456.00,1.00,1.00,1.00,0.00,4.00,1.00,7.00,1.00,1954.00,1.00,280.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,2006.00
1074,60.00,75.00,7950.00,6.00,6.00,1977.00,1977.00,140.00,535.00,0.00,155.00,690.00,698.00,728.00,0.00,1426.00,0.00,0.00,1.00,1.00,3.00,1.00,6.00,0.00,1977.00,2.00,440.00,252.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,2009.00
1075,20.00,74.00,8556.00,7.00,5.00,2006.00,2006.00,0.00,0.00,0.00,1240.00,1240.00,1240.00,0.00,0.00,1240.00,0.00,0.00,2.00,0.00,2.00,1.00,5.00,0.00,2006.00,3.00,826.00,140.00,93.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,2007.00
1076,70.00,75.00,13125.00,7.00,6.00,1940.00,1984.00,0.00,410.00,0.00,390.00,800.00,960.00,780.00,0.00,1740.00,0.00,0.00,1.00,1.00,3.00,1.00,6.00,2.00,1940.00,1.00,240.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,2007.00
1077,50.00,60.00,10800.00,5.00,8.00,1936.00,1989.00,0.00,626.00,0.00,170.00,796.00,1096.00,370.00,0.00,1466.00,0.00,1.00,2.00,0.00,3.00,1.00,7.00,1.00,1950.00,2.00,566.00,436.00,21.00,0.00,0.00,0.00,0.00,0.00,500.00,4.00,2006.00
1078,20.00,0.00,15870.00,5.00,5.00,1969.00,1969.00,0.00,75.00,791.00,230.00,1096.00,1096.00,0.00,0.00,1096.00,1.00,0.00,1.00,0.00,3.00,1.00,6.00,0.00,1969.00,1.00,299.00,240.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2006.00
1079,120.00,37.00,4435.00,6.00,5.00,2004.00,2004.00,169.00,662.00,0.00,186.00,848.00,848.00,0.00,0.00,848.00,1.00,0.00,1.00,0.00,1.00,1.00,3.00,1.00,2004.00,2.00,420.00,140.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,2006.00
1080,20.00,65.00,8775.00,5.00,5.00,1994.00,1994.00,0.00,495.00,0.00,495.00,990.00,990.00,0.00,0.00,990.00,0.00,0.00,1.00,0.00,3.00,1.00,5.00,0.00,1996.00,1.00,299.00,0.00,64.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2007.00
1081,20.00,80.00,11040.00,6.00,7.00,1971.00,2004.00,144.00,656.00,0.00,602.00,1258.00,1258.00,0.00,0.00,1258.00,0.00,1.00,2.00,0.00,3.00,1.00,5.00,0.00,1971.00,2.00,528.00,55.00,0.00,0.00,216.00,0.00,0.00,0.00,0.00,10.00,2008.00
1082,20.00,75.00,7500.00,5.00,5.00,1963.00,1963.00,0.00,824.00,0.00,216.00,1040.00,1040.00,0.00,0.00,1040.00,1.00,0.00,1.00,1.00,3.00,1.00,5.00,0.00,1963.00,1.00,308.00,0.00,0.00,220.00,0.00,0.00,0.00,0.00,0.00,6.00,2010.00
1083,20.00,70.00,8749.00,7.00,5.00,2002.00,2002.00,100.00,0.00,0.00,1459.00,1459.00,1459.00,0.00,0.00,1459.00,0.00,0.00,2.00,0.00,3.00,1.00,6.00,1.00,2002.00,2.00,527.00,192.00,39.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,2007.00
1084,20.00,80.00,8800.00,6.00,6.00,1964.00,1964.00,425.00,553.00,0.00,698.00,1251.00,1251.00,0.00,0.00,1251.00,1.00,0.00,1.00,0.00,3.00,1.00,6.00,2.00,1964.00,1.00,461.00,0.00,116.00,0.00,0.00,0.00,0.00,0.00,700.00,3.00,2006.00
1085,60.00,0.00,13031.00,6.00,5.00,1995.00,1996.00,0.00,592.00,0.00,99.00,691.00,691.00,807.00,0.00,1498.00,0.00,0.00,2.00,1.00,3.00,1.00,6.00,1.00,1995.00,2.00,409.00,315.00,44.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,2006.00
1086,85.00,73.00,9069.00,6.00,6.00,1992.00,1992.00,0.00,747.00,0.00,189.00,936.00,996.00,0.00,0.00,996.00,1.00,0.00,1.00,0.00,2.00,1.00,5.00,0.00,1992.00,2.00,564.00,120.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2010.00
1087,160.00,0.00,1974.00,4.00,5.00,1973.00,1973.00,0.00,334.00,0.00,212.00,546.00,546.00,546.00,0.00,1092.00,0.00,0.00,1.00,1.00,3.00,1.00,6.00,0.00,1973.00,1.00,286.00,120.00,96.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,2010.00
1088,60.00,85.00,10574.00,8.00,5.00,2005.00,2006.00,0.00,0.00,0.00,1082.00,1082.00,1082.00,871.00,0.00,1953.00,0.00,0.00,2.00,1.00,3.00,1.00,9.00,1.00,2005.00,3.00,1043.00,160.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,2009.00
1089,160.00,24.00,2522.00,7.00,5.00,2004.00,2004.00,50.00,0.00,0.00,970.00,970.00,970.00,739.00,0.00,1709.00,0.00,0.00,2.00,0.00,3.00,1.00,7.00,0.00,2004.00,2.00,380.00,0.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2006.00
1090,120.00,37.00,3316.00,8.00,5.00,2005.00,2005.00,0.00,1039.00,0.00,208.00,1247.00,1247.00,0.00,0.00,1247.00,1.00,0.00,1.00,1.00,1.00,1.00,4.00,1.00,2005.00,2.00,550.00,0.00,84.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2006.00
1091,90.00,60.00,8544.00,3.00,4.00,1950.00,1950.00,0.00,0.00,0.00,0.00,0.00,1040.00,0.00,0.00,1040.00,0.00,0.00,2.00,0.00,2.00,2.00,6.00,0.00,1987.00,2.00,400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,2009.00
1092,160.00,24.00,2160.00,7.00,5.00,1999.00,2000.00,212.00,510.00,0.00,90.00,600.00,624.00,628.00,0.00,1252.00,1.00,0.00,2.00,1.00,2.00,1.00,4.00,0.00,1999.00,2.00,462.00,0.00,48.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2008.00
1093,50.00,60.00,8400.00,6.00,5.00,1925.00,1950.00,0.00,423.00,0.00,758.00,1181.00,1390.00,304.00,0.00,1694.00,0.00,0.00,2.00,0.00,4.00,1.00,7.00,1.00,1925.00,2.00,576.00,342.00,0.00,128.00,0.00,0.00,0.00,0.00,0.00,6.00,2008.00
1094,20.00,71.00,9230.00,5.00,8.00,1965.00,1998.00,166.00,661.00,0.00,203.00,864.00,1200.00,0.00,0.00,1200.00,1.00,0.00,1.00,1.00,1.00,1.00,6.00,0.00,1977.00,2.00,884.00,0.00,64.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,2006.00
1095,20.00,74.00,5868.00,5.00,7.00,1956.00,2000.00,0.00,248.00,240.00,448.00,936.00,936.00,0.00,0.00,936.00,1.00,0.00,1.00,0.00,2.00,1.00,4.00,0.00,1956.00,1.00,308.00,0.00,0.00,80.00,0.00,160.00,0.00,0.00,0.00,5.00,2010.00
1096,20.00,78.00,9317.00,6.00,5.00,2006.00,2006.00,0.00,24.00,0.00,1290.00,1314.00,1314.00,0.00,0.00,1314.00,0.00,0.00,2.00,0.00,3.00,1.00,6.00,1.00,2006.00,2.00,440.00,0.00,22.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2007.00
1097,70.00,60.00,6882.00,6.00,7.00,1914.00,2006.00,0.00,0.00,0.00,684.00,684.00,773.00,582.00,0.00,1355.00,0.00,0.00,1.00,1.00,3.00,1.00,7.00,0.00,0.00,0.00,0.00,136.00,0.00,115.00,0.00,0.00,0.00,0.00,0.00,3.00,2007.00
1098,120.00,0.00,3696.00,8.00,5.00,1986.00,1986.00,0.00,0.00,0.00,1074.00,1074.00,1088.00,0.00,0.00,1088.00,0.00,0.00,1.00,1.00,2.00,1.00,5.00,0.00,1987.00,2.00,461.00,0.00,74.00,137.00,0.00,0.00,0.00,0.00,0.00,10.00,2007.00
1099,50.00,50.00,6000.00,4.00,6.00,1936.00,1950.00,0.00,672.00,0.00,0.00,672.00,757.00,567.00,0.00,1324.00,0.00,0.00,1.00,0.00,3.00,1.00,6.00,0.00,1936.00,1.00,240.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,2009.00
1100,20.00,82.00,11880.00,7.00,5.00,1978.00,1978.00,206.00,704.00,0.00,567.00,1271.00,1601.00,0.00,0.00,1601.00,0.00,0.00,2.00,0.00,3.00,1.00,7.00,1.00,1978.00,2.00,478.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2009.00
1101,30.00,60.00,8400.00,2.00,5.00,1920.00,1950.00,0.00,290.00,0.00,0.00,290.00,438.00,0.00,0.00,438.00,0.00,0.00,1.00,0.00,1.00,1.00,3.00,0.00,1930.00,1.00,246.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2009.00
1102,20.00,61.00,9758.00,5.00,5.00,1971.00,1971.00,0.00,412.00,287.00,251.00,950.00,950.00,0.00,0.00,950.00,0.00,0.00,1.00,0.00,3.00,1.00,5.00,0.00,1981.00,1.00,280.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,2007.00
1103,20.00,70.00,7000.00,5.00,7.00,1960.00,2002.00,45.00,588.00,0.00,422.00,1010.00,1134.00,0.00,0.00,1134.00,0.00,0.00,1.00,0.00,2.00,1.00,6.00,0.00,1960.00,1.00,254.00,0.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2007.00
1104,20.00,79.00,8910.00,6.00,6.00,1959.00,1959.00,0.00,655.00,0.00,0.00,655.00,1194.00,0.00,0.00,1194.00,0.00,1.00,1.00,0.00,3.00,1.00,6.00,1.00,1954.00,2.00,539.00,0.00,0.00,192.00,0.00,0.00,0.00,0.00,0.00,7.00,2006.00
1105,160.00,24.00,2016.00,5.00,5.00,1970.00,1970.00,304.00,0.00,0.00,630.00,630.00,630.00,672.00,0.00,1302.00,0.00,0.00,2.00,1.00,3.00,1.00,6.00,0.00,1970.00,2.00,440.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2007.00
1106,60.00,98.00,12256.00,8.00,5.00,1994.00,1995.00,362.00,1032.00,0.00,431.00,1463.00,1500.00,1122.00,0.00,2622.00,1.00,0.00,2.00,1.00,3.00,1.00,9.00,2.00,1994.00,2.00,712.00,186.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2010.00
1107,20.00,114.00,10357.00,7.00,5.00,1990.00,1991.00,0.00,738.00,0.00,172.00,910.00,1442.00,0.00,0.00,1442.00,1.00,0.00,2.00,0.00,3.00,1.00,6.00,1.00,1990.00,2.00,719.00,0.00,244.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,2007.00
1108,60.00,168.00,23257.00,7.00,5.00,2006.00,2006.00,0.00,0.00,0.00,868.00,868.00,887.00,1134.00,0.00,2021.00,0.00,0.00,2.00,1.00,3.00,1.00,9.00,1.00,2006.00,2.00,422.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,2006.00
1109,60.00,0.00,8063.00,6.00,5.00,2000.00,2000.00,0.00,0.00,0.00,924.00,924.00,948.00,742.00,0.00,1690.00,0.00,0.00,2.00,1.00,3.00,1.00,7.00,1.00,2000.00,2.00,463.00,100.00,48.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,2007.00
1110,20.00,107.00,11362.00,8.00,5.00,2004.00,2005.00,42.00,1039.00,0.00,797.00,1836.00,1836.00,0.00,0.00,1836.00,1.00,0.00,2.00,0.00,3.00,1.00,7.00,1.00,2004.00,3.00,862.00,125.00,185.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2009.00
1111,60.00,0.00,8000.00,6.00,5.00,1995.00,1996.00,0.00,219.00,0.00,554.00,773.00,773.00,885.00,0.00,1658.00,1.00,0.00,2.00,1.00,3.00,1.00,8.00,1.00,1995.00,2.00,431.00,224.00,84.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,2008.00
1112,60.00,80.00,10480.00,7.00,6.00,1976.00,1976.00,660.00,403.00,0.00,400.00,803.00,1098.00,866.00,0.00,1964.00,0.00,0.00,2.00,1.00,4.00,1.00,8.00,1.00,1976.00,2.00,483.00,0.00,69.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,2008.00
1113,20.00,73.00,7100.00,5.00,7.00,1957.00,1957.00,0.00,708.00,0.00,108.00,816.00,816.00,0.00,0.00,816.00,1.00,0.00,1.00,0.00,2.00,1.00,5.00,0.00,1957.00,1.00,308.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,2006.00
1114,20.00,66.00,8923.00,5.00,7.00,1953.00,2006.00,0.00,643.00,0.00,365.00,1008.00,1008.00,0.00,0.00,1008.00,1.00,0.00,1.00,0.00,2.00,1.00,6.00,0.00,1953.00,1.00,240.00,0.00,18.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,2007.00
1115,20.00,90.00,5400.00,5.00,7.00,1954.00,2000.00,0.00,415.00,0.00,418.00,833.00,833.00,0.00,0.00,833.00,0.00,0.00,1.00,0.00,2.00,1.00,4.00,0.00,1955.00,1.00,326.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,2006.00
1116,20.00,93.00,12085.00,8.00,5.00,2007.00,2007.00,328.00,1004.00,0.00,730.00,1734.00,1734.00,0.00,0.00,1734.00,1.00,0.00,2.00,0.00,3.00,1.00,7.00,1.00,2007.00,3.00,928.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,2007.00
1117,80.00,0.00,7750.00,8.00,5.00,2002.00,2002.00,0.00,353.00,0.00,55.00,408.00,779.00,640.00,0.00,1419.00,1.00,0.00,2.00,1.00,3.00,1.00,7.00,1.00,2002.00,2.00,527.00,120.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2009.00
1118,20.00,57.00,9764.00,5.00,7.00,1967.00,2003.00,0.00,702.00,0.00,192.00,894.00,894.00,0.00,0.00,894.00,1.00,0.00,1.00,0.00,3.00,1.00,5.00,0.00,1967.00,2.00,450.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,2008.00
1119,80.00,85.00,13825.00,5.00,6.00,1958.00,1987.00,0.00,0.00,0.00,533.00,533.00,1021.00,580.00,0.00,1601.00,0.00,1.00,1.00,0.00,3.00,1.00,6.00,0.00,1958.00,1.00,300.00,280.00,34.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,2008.00
1120,20.00,70.00,7560.00,5.00,5.00,1959.00,1959.00,0.00,369.00,0.00,671.00,1040.00,1040.00,0.00,0.00,1040.00,0.00,0.00,1.00,0.00,3.00,1.00,6.00,0.00,1959.00,1.00,286.00,140.00,0.00,252.00,0.00,0.00,0.00,0.00,0.00,7.00,2006.00
1121,30.00,59.00,8263.00,6.00,5.00,1920.00,1950.00,0.00,0.00,0.00,1012.00,1012.00,1012.00,0.00,0.00,1012.00,0.00,0.00,1.00,0.00,2.00,1.00,6.00,1.00,1920.00,1.00,308.00,0.00,22.00,112.00,0.00,0.00,0.00,0.00,0.00,5.00,2007.00
1122,20.00,84.00,10084.00,7.00,5.00,2005.00,2006.00,196.00,24.00,0.00,1528.00,1552.00,1552.00,0.00,0.00,1552.00,0.00,0.00,2.00,0.00,3.00,1.00,7.00,0.00,2005.00,3.00,782.00,144.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,2006.00
1123,20.00,0.00,8926.00,4.00,3.00,1956.00,1956.00,0.00,0.00,0.00,672.00,672.00,960.00,0.00,0.00,960.00,0.00,0.00,1.00,0.00,3.00,1.00,5.00,0.00,1956.00,1.00,288.00,64.00,0.00,0.00,0.00,160.00,0.00,0.00,0.00,10.00,2009.00
1124,20.00,50.00,9405.00,5.00,9.00,1947.00,2008.00,0.00,0.00,0.00,698.00,698.00,698.00,0.00,0.00,698.00,0.00,1.00,1.00,0.00,2.00,1.00,4.00,0.00,0.00,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,2009.00
1125,80.00,0.00,9125.00,7.00,5.00,1992.00,1992.00,170.00,0.00,0.00,384.00,384.00,812.00,670.00,0.00,1482.00,0.00,0.00,2.00,1.00,3.00,1.00,7.00,1.00,1992.00,2.00,392.00,100.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,2007.00
1126,20.00,60.00,10434.00,4.00,5.00,1955.00,1955.00,0.00,0.00,0.00,1005.00,1005.00,1005.00,0.00,0.00,1005.00,0.00,0.00,1.00,0.00,2.00,1.00,5.00,1.00,1977.00,2.00,672.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,2009.00
1127,120.00,53.00,3684.00,7.00,5.00,2007.00,2007.00,130.00,0.00,0.00,1373.00,1373.00,1555.00,0.00,0.00,1555.00,0.00,0.00,2.00,0.00,2.00,1.00,7.00,1.00,2007.00,3.00,660.00,143.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,2009.00
1128,20.00,182.00,14572.00,7.00,5.00,2004.00,2004.00,0.00,1300.00,0.00,230.00,1530.00,1530.00,0.00,0.00,1530.00,1.00,0.00,2.00,0.00,3.00,1.00,7.00,1.00,2004.00,3.00,630.00,144.00,36.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,2007.00
1129,60.00,59.00,11796.00,7.00,5.00,2004.00,2005.00,0.00,0.00,0.00,847.00,847.00,847.00,1112.00,0.00,1959.00,0.00,0.00,2.00,1.00,4.00,1.00,8.00,1.00,2004.00,2.00,434.00,100.00,48.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,2007.00
1130,90.00,60.00,7200.00,5.00,5.00,1980.00,1980.00,180.00,936.00,0.00,0.00,936.00,936.00,0.00,0.00,936.00,1.00,0.00,1.00,0.00,2.00,1.00,4.00,0.00,1980.00,2.00,672.00,49.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,2007.00
1131,50.00,65.00,7804.00,4.00,3.00,1928.00,1950.00,0.00,622.00,0.00,500.00,1122.00,1328.00,653.00,0.00,1981.00,1.00,0.00,2.00,0.00,4.00,1.00,7.00,2.00,1981.00,2.00,576.00,431.00,44.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,2009.00
1132,20.00,63.00,10712.00,5.00,5.00,1991.00,1992.00,0.00,212.00,0.00,762.00,974.00,974.00,0.00,0.00,974.00,0.00,0.00,1.00,0.00,3.00,1.00,5.00,0.00,0.00,0.00,0.00,0.00,28.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,2007.00
1133,70.00,90.00,9900.00,6.00,4.00,1880.00,1950.00,0.00,0.00,0.00,1008.00,1008.00,1178.00,1032.00,0.00,2210.00,0.00,0.00,2.00,0.00,5.00,1.00,8.00,0.00,1930.00,1.00,205.00,0.00,48.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,2007.00
1134,60.00,80.00,9828.00,8.00,5.00,1995.00,1995.00,0.00,584.00,0.00,544.00,1128.00,1142.00,878.00,0.00,2020.00,0.00,0.00,2.00,1.00,3.00,1.00,8.00,1.00,1995.00,2.00,466.00,0.00,155.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,2009.00
1135,60.00,57.00,8773.00,6.00,5.00,1997.00,1997.00,0.00,0.00,0.00,916.00,916.00,916.00,684.00,0.00,1600.00,0.00,0.00,2.00,1.00,3.00,1.00,7.00,1.00,1997.00,2.00,460.00,100.00,38.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,2007.00
1136,30.00,60.00,6180.00,6.00,5.00,1926.00,1950.00,0.00,0.00,0.00,960.00,960.00,986.00,0.00,0.00,986.00,0.00,0.00,1.00,0.00,2.00,1.00,5.00,1.00,1926.00,1.00,180.00,0.00,128.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,2007.00
1137,50.00,80.00,9600.00,6.00,5.00,1950.00,1950.00,0.00,280.00,0.00,752.00,1032.00,1032.00,220.00,0.00,1252.00,0.00,0.00,1.00,0.00,3.00,1.00,6.00,0.00,1950.00,1.00,288.00,0.00,0.00,96.00,0.00,0.00,0.00,0.00,0.00,4.00,2008.00
1138,50.00,54.00,6342.00,5.00,8.00,1875.00,1996.00,0.00,0.00,0.00,780.00,780.00,780.00,240.00,0.00,1020.00,0.00,0.00,1.00,0.00,2.00,1.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,176.00,0.00,0.00,0.00,0.00,0.00,5.00,2010.00
1139,20.00,0.00,9819.00,6.00,5.00,1977.00,1977.00,0.00,1567.00,0.00,0.00,1567.00,1567.00,0.00,0.00,1567.00,1.00,0.00,2.00,0.00,2.00,1.00,5.00,2.00,1977.00,2.00,714.00,264.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,2009.00
1140,30.00,98.00,8731.00,5.00,5.00,1920.00,1950.00,0.00,645.00,0.00,270.00,915.00,1167.00,0.00,0.00,1167.00,0.00,0.00,1.00,0.00,3.00,1.00,6.00,1.00,1972.00,2.00,495.00,0.00,0.00,216.00,0.00,126.00,0.00,0.00,0.00,5.00,2007.00
1141,20.00,60.00,7350.00,5.00,7.00,1951.00,1951.00,0.00,852.00,0.00,100.00,952.00,952.00,0.00,0.00,952.00,1.00,0.00,1.00,0.00,2.00,1.00,4.00,0.00,1988.00,2.00,840.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,2008.00
1142,60.00,0.00,10304.00,5.00,7.00,1976.00,1976.00,44.00,381.00,0.00,399.00,780.00,1088.00,780.00,0.00,1868.00,1.00,0.00,2.00,1.00,4.00,1.00,9.00,1.00,1976.00,2.00,484.00,448.00,96.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,2009.00
1143,60.00,77.00,9965.00,8.00,5.00,2006.00,2007.00,340.00,1150.00,0.00,316.00,1466.00,1466.00,1362.00,0.00,2828.00,1.00,0.00,3.00,0.00,4.00,1.00,11.00,1.00,2006.00,3.00,1052.00,125.00,144.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2007.00
1144,20.00,0.00,9000.00,5.00,3.00,1959.00,1959.00,0.00,288.00,0.00,718.00,1006.00,1006.00,0.00,0.00,1006.00,0.00,0.00,1.00,0.00,3.00,1.00,5.00,0.00,0.00,0.00,0.00,0.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,2008.00
1145,190.00,60.00,12180.00,4.00,4.00,1941.00,1950.00,0.00,348.00,0.00,324.00,672.00,672.00,252.00,0.00,924.00,1.00,0.00,1.00,0.00,2.00,1.00,5.00,0.00,1941.00,1.00,280.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,2010.00
1146,50.00,52.00,6240.00,5.00,6.00,1928.00,1950.00,0.00,0.00,0.00,1042.00,1042.00,1042.00,534.00,0.00,1576.00,0.00,0.00,1.00,0.00,3.00,1.00,8.00,1.00,1928.00,1.00,225.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,2006.00
1147,20.00,0.00,11200.00,6.00,5.00,1985.00,1985.00,85.00,1258.00,0.00,40.00,1298.00,1298.00,0.00,0.00,1298.00,1.00,0.00,2.00,0.00,3.00,1.00,5.00,1.00,1985.00,2.00,403.00,165.00,26.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,2006.00
1148,70.00,75.00,12000.00,7.00,7.00,1941.00,1950.00,0.00,275.00,0.00,429.00,704.00,860.00,704.00,0.00,1564.00,0.00,0.00,1.00,1.00,3.00,1.00,7.00,1.00,1941.00,1.00,234.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,2009.00
1149,50.00,0.00,5700.00,7.00,7.00,1926.00,1950.00,0.00,0.00,0.00,572.00,572.00,572.00,539.00,0.00,1111.00,0.00,0.00,1.00,0.00,2.00,1.00,5.00,1.00,1982.00,1.00,288.00,0.00,0.00,176.00,0.00,0.00,0.00,0.00,0.00,8.00,2008.00
1150,70.00,50.00,9000.00,7.00,9.00,1920.00,1988.00,0.00,624.00,0.00,26.00,650.00,832.00,650.00,0.00,1482.00,0.00,1.00,1.00,0.00,3.00,1.00,7.00,0.00,1930.00,2.00,324.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,2009.00
1151,20.00,57.00,8280.00,6.00,5.00,1950.00,1950.00,0.00,0.00,0.00,932.00,932.00,932.00,0.00,0.00,932.00,0.00,0.00,1.00,0.00,2.00,1.00,4.00,1.00,1950.00,1.00,306.00,0.00,0.00,214.00,0.00,0.00,0.00,0.00,0.00,11.00,2007.00
1152,20.00,134.00,17755.00,5.00,4.00,1959.00,1959.00,132.00,176.00,0.00,1290.00,1466.00,1466.00,0.00,0.00,1466.00,0.00,0.00,1.00,1.00,3.00,1.00,6.00,2.00,1959.00,2.00,528.00,0.00,140.00,0.00,0.00,100.00,0.00,0.00,0.00,11.00,2006.00
1153,20.00,90.00,14115.00,6.00,7.00,1956.00,2004.00,0.00,296.00,547.00,230.00,1073.00,1811.00,0.00,0.00,1811.00,0.00,0.00,1.00,0.00,2.00,1.00,6.00,1.00,1956.00,2.00,470.00,0.00,0.00,280.00,0.00,0.00,0.00,0.00,0.00,7.00,2006.00
1154,30.00,0.00,5890.00,6.00,8.00,1930.00,2007.00,0.00,538.00,0.00,278.00,816.00,816.00,0.00,0.00,816.00,0.00,0.00,1.00,0.00,2.00,1.00,5.00,0.00,2002.00,1.00,432.00,0.00,0.00,96.00,0.00,0.00,0.00,0.00,0.00,6.00,2008.00
